,id,title,author,authoryearofbirth,authoryearofdeath,language,downloads,subjects
16780,PG25132,The Candidate: A Political Romance,"Altsheler, Joseph A. (Joseph Alexander)",1862.0,1919.0,['en'],116,"{'Political campaigns -- Fiction', 'Political fiction'}"
17740,PG25998,"The Riflemen of the Ohio: A Story of the Early Days along ""The Beautiful River""","Altsheler, Joseph A. (Joseph Alexander)",1862.0,1919.0,['en'],148,"{'Ohio River -- Juvenile fiction', 'Frontier and pioneer life -- Juvenile fiction'}"
12547,PG21321,Before the Dawn: A Story of the Fall of Richmond,"Altsheler, Joseph A. (Joseph Alexander)",1862.0,1919.0,['en'],151,"{'Richmond (Va.) -- History -- Civil War, 1861-1865 -- Fiction', 'United States -- History -- Civil War, 1861-1865 -- Fiction'}"
872,PG1078,The Scouts of the Valley,"Altsheler, Joseph A. (Joseph Alexander)",1862.0,1919.0,['en'],286,"{'Wyoming Valley (Pa.) -- Fiction', 'Chemung River Valley (N.Y. and Pa.) -- Fiction', 'Historical fiction'}"
6497,PG15852,The Texan Star: The Story of a Great Fight for Liberty,"Altsheler, Joseph A. (Joseph Alexander)",1862.0,1919.0,['en'],128,{'Texas -- Fiction'}
31199,PG3811,The Star of Gettysburg: A Story of Southern High Tide,"Altsheler, Joseph A. (Joseph Alexander)",1862.0,1919.0,['en'],150,"{'United States -- History -- Civil War, 1861-1865 -- Juvenile fiction'}"
2809,PG12532,The Shades of the Wilderness: A Story of Lee's Great Stand,"Altsheler, Joseph A. (Joseph Alexander)",1862.0,1919.0,['en'],104,"{'United States -- History -- Civil War, 1861-1865 -- Juvenile fiction'}"
5412,PG14876,The Forest Runners: A Story of the Great War Trail in Early Kentucky,"Altsheler, Joseph A. (Joseph Alexander)",1862.0,1919.0,['en'],193,"{'Adventure and adventurers -- Juvenile fiction', 'Kentucky -- Juvenile fiction', 'Frontier and pioneer life -- Juvenile fiction'}"
46710,PG5207,The Guns of Shiloh: A Story of the Great Western Campaign,"Altsheler, Joseph A. (Joseph Alexander)",1862.0,1919.0,['en'],215,"{'United States -- History -- Civil War, 1861-1865 -- Juvenile fiction', 'Shiloh, Battle of, Tenn., 1862 -- Juvenile fiction'}"
5867,PG15285,The Hosts of the Air,"Altsheler, Joseph A. (Joseph Alexander)",1862.0,1919.0,['en'],161,"{'World War, 1914-1918 -- Fiction'}"
13815,PG22464,The Last of the Chiefs: A Story of the Great Sioux War,"Altsheler, Joseph A. (Joseph Alexander)",1862.0,1919.0,['en'],123,"{'Dakota Indians -- Wars, 1876 -- Fiction', 'Historical fiction'}"
12933,PG2166,King Solomon's Mines,"Haggard, H. Rider (Henry Rider)",1856.0,1925.0,['en'],1395,"{'Treasure troves -- Fiction', 'Africa -- Fiction', 'Diamond mines and mining -- Fiction', 'Hunting guides -- Fiction', 'Quatermain, Allan (Fictitious character) -- Fiction', 'Adventure stories', 'Missing persons -- Fiction'}"
34121,PG4074,Swallow: A Tale of the Great Trek,"Haggard, H. Rider (Henry Rider)",1856.0,1925.0,['en'],176,"{'Transvaal (South Africa) -- Fiction', 'South Africa -- History -- Great Trek, 1836-1840 -- Fiction', 'Historical fiction'}"
62166,PG65998,The Witch's Head,"Haggard, H. Rider (Henry Rider)",1856.0,1925.0,['en'],147,"{'England -- Fiction', 'South Africa -- Fiction', 'Magic -- Fiction'}"
19571,PG2764,The Mahatma and the Hare: A Dream Story,"Haggard, H. Rider (Henry Rider)",1856.0,1925.0,['en'],182,"{'Fantasy fiction', 'Adventure stories'}"
75149,PG9780,Fair Margaret,"Haggard, H. Rider (Henry Rider)",1856.0,1925.0,['en'],197,"{'Spain -- History -- Ferdinand and Isabella, 1479-1516 -- Fiction', 'Adventure stories'}"
67855,PG711,Allan Quatermain,"Haggard, H. Rider (Henry Rider)",1856.0,1925.0,['en'],463,"{'Africa -- Fiction', 'Hunting guides -- Fiction', 'Quatermain, Allan (Fictitious character) -- Fiction', 'Fantasy fiction', 'Adventure stories'}"
54863,PG59422,Wisdom's Daughter: The Life and Love Story of She-Who-Must-be-Obeyed,"Haggard, H. Rider (Henry Rider)",1856.0,1925.0,['en'],129,"{'Immortalism -- Fiction', 'Africa -- Fiction', 'Love stories', 'Women -- Africa -- Fiction', 'Adventure stories', 'Fantasy fiction', 'Ayesha (Fictitious character : Haggard) -- Fiction', 'Reincarnation -- Fiction'}"
3811,PG13434,Regeneration: Being an Account of the Social Work of The Salvation Army in Great Britain,"Haggard, H. Rider (Henry Rider)",1856.0,1925.0,['en'],139,"{'Great Britain -- Social conditions', 'Salvation Army'}"
19183,PG2729,A Tale of Three Lions,"Haggard, H. Rider (Henry Rider)",1856.0,1925.0,['en'],200,"{'Quatermain, Allan (Fictitious character) -- Fiction', 'Hunting guides -- Fiction', 'Africa -- Fiction'}"
54381,PG5898,Jess,"Haggard, H. Rider (Henry Rider)",1856.0,1925.0,['en'],178,"{'Transvaal (South Africa) -- Fiction', 'Adventure stories'}"
10190,PG1918,Long Odds,"Haggard, H. Rider (Henry Rider)",1856.0,1925.0,['en'],117,"{'Quatermain, Allan (Fictitious character) -- Fiction', 'Hunting guides -- Fiction', 'Adventure stories', 'Africa -- Fiction'}"
52686,PG5745,She and Allan,"Haggard, H. Rider (Henry Rider)",1856.0,1925.0,['en'],277,"{'Ayesha (Fictitious character : Haggard) -- Fiction', 'Immortalism -- Fiction', 'Africa -- Fiction', 'Hunting guides -- Fiction', 'Quatermain, Allan (Fictitious character) -- Fiction', 'Fantasy fiction', 'Adventure stories'}"
69749,PG72906,The way of the spirit,"Haggard, H. Rider (Henry Rider)",1856.0,1925.0,['en'],91,"{'British -- Egypt -- Fiction', 'Man-woman relationships -- Fiction'}"
2121,PG11913,Mr. Meeson's Will,"Haggard, H. Rider (Henry Rider)",1856.0,1925.0,['en'],172,{'Detective and mystery stories'}
7671,PG1690,Marie: An Episode in the Life of the Late Allan Quatermain,"Haggard, H. Rider (Henry Rider)",1856.0,1925.0,['en'],231,"{'Quatermain, Allan (Fictitious character) -- Fiction'}"
20603,PG2857,A Yellow God: An Idol of Africa,"Haggard, H. Rider (Henry Rider)",1856.0,1925.0,['en'],182,{'Africa -- Fiction'}
986,PG10892,Dawn,"Haggard, H. Rider (Henry Rider)",1856.0,1925.0,['en'],151,"{'Paranormal fiction', 'Fantasy fiction'}"
46343,PG5174,Allan and the Holy Flower,"Haggard, H. Rider (Henry Rider)",1856.0,1925.0,['en'],321,"{'Quatermain, Allan (Fictitious character) -- Fiction', 'Hunting guides -- Fiction', 'Plant collecting -- Africa -- Fiction'}"
19106,PG2722,Morning Star,"Haggard, H. Rider (Henry Rider)",1856.0,1925.0,['en'],269,"{'Pharaohs -- Fiction', 'Fantasy fiction', 'Egypt -- History -- To 332 B.C. -- Fiction'}"
19560,PG2763,The World's Desire,"Haggard, H. Rider (Henry Rider)",1856.0,1925.0,['en'],273,"{'Greece -- Fiction', 'Helen, of Troy, Queen of Sparta -- Fiction', 'Adventure stories', 'Fantasy fiction', 'Odysseus, King of Ithaca (Mythological character) -- Fiction'}"
19195,PG2730,Long Odds,"Haggard, H. Rider (Henry Rider)",1856.0,1925.0,['en'],128,"{'Quatermain, Allan (Fictitious character) -- Fiction', 'Hunting guides -- Fiction', 'Adventure stories', 'Africa -- Fiction'}"
73403,PG8184,The Ghost Kings,"Haggard, H. Rider (Henry Rider)",1856.0,1925.0,['en'],208,"{'Zululand (South Africa) -- History -- Fiction', 'Zulu (African people) -- Fiction'}"
19549,PG2762,The Brethren,"Haggard, H. Rider (Henry Rider)",1856.0,1925.0,['en'],221,"{'Great Britain -- History -- Medieval period, 1066-1485 -- Fiction', 'Crusades -- Fiction', 'Arab countries -- Fiction'}"
23889,PG3153,The Virgin of the Sun,"Haggard, H. Rider (Henry Rider)",1856.0,1925.0,['en'],201,"{'Incas -- Fiction', 'Peru -- Fiction'}"
62756,PG66528,Joan Haste,"Haggard, H. Rider (Henry Rider)",1856.0,1925.0,['en'],156,"{'East Anglia (England) -- Fiction', 'Man-woman relationships -- Fiction'}"
57537,PG61830,"Dick Merriwell's Assurance; Or, In His Brother's Footsteps","Standish, Burt L.",1866.0,1945.0,['en'],84,"{'Dime novels', 'Schools -- Juvenile fiction', 'Baseball -- Juvenile fiction', 'Adventure stories'}"
58183,PG62411,"Dick Merriwell's Glory; Or, Friends and Foes","Standish, Burt L.",1866.0,1945.0,['en'],93,"{'Dime novels', 'Merriwell, Frank (Fictitious character) -- Juvenile fiction', 'Football -- Juvenile fiction', 'Boarding schools -- Juvenile fiction', 'Merriwell, Dick (Fictitious character) -- Juvenile fiction', 'Adventure stories'}"
35361,PG41866,"Dick Merriwell's Trap; Or, The Chap Who Bungled","Standish, Burt L.",1866.0,1945.0,['en'],191,"{'Schools -- Juvenile fiction', 'Football -- Juvenile fiction', 'Boys -- Juvenile fiction', 'Mystery fiction'}"
70798,PG73850,Frank Merriwell's danger,"Standish, Burt L.",1866.0,1945.0,['en'],173,"{'Popular literature', 'Merriwell, Frank (Fictitious character) -- Juvenile fiction', 'Dime novels', 'Adventure stories'}"
60085,PG64123,"Frank Merriwell's Own Company; Or, Barnstorming in the Middle West","Standish, Burt L.",1866.0,1945.0,['en'],129,"{'Sabotage -- Juvenile fiction', 'Young men -- Conduct of life -- Juvenile fiction', 'Theatrical companies -- Juvenile fiction', 'Dime novels', 'Merriwell, Frank (Fictitious character) -- Juvenile fiction', 'Revenge -- Juvenile fiction', 'Adventure stories', 'Magicians -- Juvenile fiction', 'Middle West -- Juvenile fiction'}"
72354,PG75250,Lefty o' the Big League,"Standish, Burt L.",1866.0,1945.0,['en'],870,"{'Baseball stories', 'Baseball -- Juvenile fiction'}"
56020,PG60463,"Frank Merriwell's Diamond Foes; Or, Straight Over the Plate","Standish, Burt L.",1866.0,1945.0,['en'],100,"{'Merriwell, Frank (Fictitious character) -- Juvenile fiction', 'Baseball -- Juvenile fiction'}"
16984,PG25316,"Frank Merriwell's Son; Or, A Chip Off the Old Block","Standish, Burt L.",1866.0,1945.0,['en'],133,{'Adventure stories'}
61903,PG65760,When Titans Drive,"Standish, Burt L.",1866.0,1945.0,['en'],103,"{'Logging -- Juvenile fiction', 'Maine -- Juvenile fiction', 'Lumber trade -- Juvenile fiction', 'Adventure stories'}"
60333,PG64347,"Frank Merriwell's Prosperity; or, Toil Has Its Reward","Standish, Burt L.",1866.0,1945.0,['en'],105,"{'Actors -- Juvenile fiction', 'Merriwell, Frank (Fictitious character) -- Juvenile fiction', 'Dime novels', 'Adventure stories'}"
51373,PG56278,"Frank Merriwell's Endurance; or, A Square Shooter","Standish, Burt L.",1866.0,1945.0,['en'],97,"{'Sports -- Juvenile fiction', 'Merriwell, Frank (Fictitious character) -- Juvenile fiction', 'Adventure stories'}"
10933,PG19867,"Frank Merriwell, Junior's, Golden Trail; Or, The Fugitive Professor","Standish, Burt L.",1866.0,1945.0,['en'],118,"{'Arizona -- Juvenile fiction', 'Adventure and adventurers -- Juvenile fiction'}"
57004,PG61349,"Frank Merriwell, Jr., in Arizona; or, Clearing a Rival's Record","Standish, Burt L.",1866.0,1945.0,['en'],84,"{'Arizona -- Juvenile fiction', 'Adventure and adventurers -- Juvenile fiction', 'Merriwell, Frank, Jr. (Fictitious character) -- Juvenile fiction'}"
35565,PG42049,"Frank Merriwell's Champions; Or, All in the Game","Standish, Burt L.",1866.0,1945.0,['en'],209,"{'Merriwell, Frank (Fictitious character) -- Juvenile fiction', 'Sports stories', 'Boxing stories', 'Gambling -- Juvenile fiction'}"
33580,PG40262,"Frank Merriwell's Triumph; Or, The Disappearance of Felicia","Standish, Burt L.",1866.0,1945.0,['en'],93,"{'Arizona -- Juvenile fiction', 'Merriwell, Frank (Fictitious character) -- Juvenile fiction', 'Mines and mineral resources -- Juvenile fiction', 'Western stories', 'Adventure stories'}"
27875,PG35127,Frank Merriwell's Return to Yale,"Standish, Burt L.",1866.0,1945.0,['en'],89,"{'Merriwell, Frank (Fictitious character) -- Juvenile fiction', 'Yale University -- Juvenile fiction'}"
57806,PG62072,"Frank Merriwell's Marriage; Or, Inza's Happiest Day","Standish, Burt L.",1866.0,1945.0,['en'],107,"{'Dime novels', 'Popular literature', 'Adventure stories', 'Weddings -- Juvenile fiction', 'Baseball -- Juvenile fiction'}"
59512,PG63608,"Dick Merriwell's Heroic Players; Or, How the Yale Nine Won the Championship","Standish, Burt L.",1866.0,1945.0,['en'],114,"{'Dime novels', 'Merriwell, Dick (Fictitious character) -- Juvenile fiction', 'Baseball -- Juvenile fiction', 'Yale University -- Juvenile fiction'}"
60400,PG64407,"Dick Merriwell's Aëro Dash; Or, Winning Above the Clouds","Standish, Burt L.",1866.0,1945.0,['en'],140,"{'Merriwell, Dick (Fictitious character) -- Juvenile fiction', 'Dime novels', 'Adventure stories'}"
10534,PG19502,Frank Merriwell's Chums,"Standish, Burt L.",1866.0,1945.0,['en'],141,"{'Schools -- Juvenile fiction', 'Adventure and adventurers -- Juvenile fiction'}"
59433,PG63537,"Frank Merriwell's Fun; Or, Fearless and True","Standish, Burt L.",1866.0,1945.0,['en'],77,"{'Yale University -- Juvenile fiction', 'Merriwell, Frank (Fictitious character) -- Juvenile fiction', 'Football -- Juvenile fiction', 'College students -- Juvenile fiction'}"
58524,PG62719,"Frank Merriwell's Support; Or, A Triple Play","Standish, Burt L.",1866.0,1945.0,['en'],85,"{'Dime novels', 'Merriwell, Frank (Fictitious character) -- Juvenile fiction', 'Baseball -- Juvenile fiction', 'Merriwell, Dick (Fictitious character) -- Juvenile fiction'}"
58864,PG63024,"Dick Merriwell's Fighting Chance; Or, The Split in the Varsity","Standish, Burt L.",1866.0,1945.0,['en'],101,"{'Yale University -- Juvenile fiction', 'Merriwell, Dick (Fictitious character) -- Juvenile fiction', 'Dime novels', 'Adventure stories'}"
1235,PG11115,"Frank Merriwell at Yale; Or, Freshman Against Freshman","Standish, Burt L.",1866.0,1945.0,['en'],186,"{'Yale University -- Juvenile fiction', 'College students -- Juvenile fiction'}"
14270,PG22874,"Frank Merriwell's Pursuit; Or, How to Win","Standish, Burt L.",1866.0,1945.0,['en'],162,{'Adventure and adventurers -- Juvenile fiction'}
52626,PG57405,All along the River: A Novel,"Braddon, M. E. (Mary Elizabeth)",1835.0,1915.0,['en'],141,{'English fiction -- 19th century'}
71392,PG74385,The Venetians : $b A novel,"Braddon, M. E. (Mary Elizabeth)",1835.0,1915.0,['en'],140,{'Venice (Italy) -- Fiction'}
42202,PG48022,"Aurora Floyd, Vol. 3: Fifth Edition","Braddon, M. E. (Mary Elizabeth)",1835.0,1915.0,['en'],109,"{'Bigamy -- Fiction', 'Extortion -- Fiction', 'Young women -- Fiction', 'Domestic fiction', 'England -- Fiction', 'Married women -- Fiction'}"
1001,PG10905,"Phantom Fortune, a Novel","Braddon, M. E. (Mary Elizabeth)",1835.0,1915.0,['en'],167,{'English fiction -- 19th century'}
74701,PG9377,"London Pride, Or, When the World Was Younger","Braddon, M. E. (Mary Elizabeth)",1835.0,1915.0,['en'],174,"{'Great Britain -- History -- Charles II, 1660-1685 -- Fiction', 'London (England) -- Fiction'}"
54314,PG58929,A Strange World: A Novel. Volume 2 (of 3),"Braddon, M. E. (Mary Elizabeth)",1835.0,1915.0,['en'],91,{'English fiction -- 19th century'}
74685,PG9362,Birds of Prey,"Braddon, M. E. (Mary Elizabeth)",1835.0,1915.0,['en'],168,{'Fiction'}
28272,PG35485,The Doctor's Wife: A Novel,"Braddon, M. E. (Mary Elizabeth)",1835.0,1915.0,['en'],196,"{'Great Britain -- Fiction', ""Physicians' spouses -- Fiction"", 'Adultery -- Fiction', 'Middle class -- Fiction'}"
8659,PG17801,Milly Darrell,"Braddon, M. E. (Mary Elizabeth)",1835.0,1915.0,['en'],135,"{'Young women -- Fiction', 'Mystery fiction'}"
34817,PG41376,Mohawks: A Novel. Volume 3 of 3,"Braddon, M. E. (Mary Elizabeth)",1835.0,1915.0,['en'],66,{'Fiction'}
64437,PG68040,"An open verdict : $b a novel, volume 3 (of 3)","Braddon, M. E. (Mary Elizabeth)",1835.0,1915.0,['en'],115,{'English fiction -- 19th century'}
72531,PG75410,"The fatal three, vol. I","Braddon, M. E. (Mary Elizabeth)",1835.0,1915.0,['en'],842,"{'Domestic fiction', 'Guardian and ward -- Fiction', 'Illegitimate children -- Fiction', 'England -- Social life and customs -- 19th century -- Fiction', 'Families -- Fiction'}"
34779,PG41341,Mount Royal: A Novel. Volume 3 of 3,"Braddon, M. E. (Mary Elizabeth)",1835.0,1915.0,['en'],76,{'Fiction'}
72269,PG75174,"Sons of fire, Vol. II.","Braddon, M. E. (Mary Elizabeth)",1835.0,1915.0,['en'],230,{'English fiction -- 19th century'}
44441,PG50037,Wyllard's Weird: A Novel,"Braddon, M. E. (Mary Elizabeth)",1835.0,1915.0,['en'],137,"{'Mystery and detective stories', 'Murder -- Fiction'}"
34776,PG41339,Mount Royal: A Novel. Volume 1 of 3,"Braddon, M. E. (Mary Elizabeth)",1835.0,1915.0,['en'],92,{'Fiction'}
52271,PG57086,A Strange World: A Novel. Volume 1 (of 3),"Braddon, M. E. (Mary Elizabeth)",1835.0,1915.0,['en'],77,{'English fiction -- 19th century'}
72637,PG75506,Asphodel : $b a novel,"Braddon, M. E. (Mary Elizabeth)",1835.0,1915.0,['en'],415,{'English fiction -- 19th century'}
74258,PG8954,Lady Audley's Secret,"Braddon, M. E. (Mary Elizabeth)",1835.0,1915.0,['en'],2636,"{'Bigamy -- Fiction', 'Psychological fiction', 'Domestic fiction', 'England -- Fiction', 'Married women -- Fiction', 'Deception -- Fiction'}"
27223,PG34540,"John Marchmont's Legacy, Volume 2 (of 3)","Braddon, M. E. (Mary Elizabeth)",1835.0,1915.0,['en'],76,"{'Lincolnshire (England) -- Fiction', 'Triangles (Interpersonal relations) -- Fiction', 'Children of clergy -- Fiction', 'Women intellectuals -- Fiction'}"
72533,PG75412,"The fatal three, vol. III","Braddon, M. E. (Mary Elizabeth)",1835.0,1915.0,['en'],506,"{'Domestic fiction', 'Guardian and ward -- Fiction', 'Illegitimate children -- Fiction', 'England -- Social life and customs -- 19th century -- Fiction', 'Families -- Fiction'}"
74492,PG9189,Henry Dunbar: A Novel,"Braddon, M. E. (Mary Elizabeth)",1835.0,1915.0,['en'],237,{'Fiction'}
52272,PG57087,A Strange World: A Novel. Volume 3 (of 3),"Braddon, M. E. (Mary Elizabeth)",1835.0,1915.0,['en'],80,{'English fiction -- 19th century'}
18008,PG26238,"Vixen, Volume III.","Braddon, M. E. (Mary Elizabeth)",1835.0,1915.0,['en'],121,"{'Domestic fiction', 'Women -- England -- Fiction', 'Psychological fiction', 'English fiction -- 19th century'}"
67563,PG70938,The day will come : $b a novel,"Braddon, M. E. (Mary Elizabeth)",1835.0,1915.0,['en'],209,"{'Legal stories', 'Revenge -- Fiction', 'English fiction -- 19th century', 'Murder -- Fiction'}"
8657,PG177,The American,"James, Henry",1843.0,1916.0,['en'],861,"{'Aristocracy (Social class) -- Fiction', 'Psychological fiction', 'Courtship -- Fiction', 'Americans -- France -- Fiction', 'Culture conflict -- Fiction', 'Love stories', 'Widows -- Fiction', 'Separation (Psychology) -- Fiction', 'Paris (France) -- Fiction'}"
30651,PG37627,"Lady Barbarina, The Siege of London, An International Episode, and Other Tales","James, Henry",1843.0,1916.0,['en'],203,"{'Europe -- Social life and customs -- 19th century -- Fiction', 'England -- Social life and customs -- 19th century -- Fiction'}"
14721,PG2327,Some Short Stories [by Henry James],"James, Henry",1843.0,1916.0,['en'],194,"{'American fiction -- 19th century', 'Short stories, American'}"
19061,PG2718,The Chaperon,"James, Henry",1843.0,1916.0,['en'],136,{'London (England) -- Social life and customs -- 19th century -- Fiction'}
17021,PG2534,Eugene Pickering,"James, Henry",1843.0,1916.0,['en'],107,"{'Europe -- Social life and customs -- 19th century -- Fiction', 'Aristocracy (Social class) -- Fiction'}"
2150,PG1193,The Coxon Fund,"James, Henry",1843.0,1916.0,['en'],173,{'Fiction'}
15932,PG2436,The Marriages,"James, Henry",1843.0,1916.0,['en'],189,"{'Marriage -- Fiction', 'Upper class -- Fiction', 'London (England) -- Social life and customs -- 19th century -- Fiction', 'Stepchildren -- Fiction', 'Rich people -- Fiction'}"
1039,PG1093,The Beast in the Jungle,"James, Henry",1843.0,1916.0,['en'],2784,"{'Fate and fatalism -- Fiction', 'Conduct of life -- Fiction', 'Man-woman relationships -- Fiction', 'Egoism -- Fiction'}"
54907,PG59462,Index of the Project Gutenberg Works of Henry James,"James, Henry",1843.0,1916.0,['en'],500,{'Indexes'}
10770,PG19718,"The Bostonians, Vol. II (of II)","James, Henry",1843.0,1916.0,['en'],216,"{'Feminists -- Fiction', 'Triangles (Interpersonal relations) -- Fiction', 'Boston (Mass.) -- Fiction', 'Psychological fiction', 'Young women -- Fiction', 'New York (N.Y.) -- Fiction'}"
2117,PG1190,The Jolly Corner,"James, Henry",1843.0,1916.0,['en'],825,"{'Fiction', 'Ghost stories'}"
19966,PG28004,A little tour in France,"James, Henry",1843.0,1916.0,['en'],212,"{'France -- Description and travel', 'James, Henry, 1843-1916 -- Travel -- France'}"
15832,PG2427,The Patagonia,"James, Henry",1843.0,1916.0,['en'],208,"{'Ocean travel -- Fiction', 'Passenger ships -- Fiction', 'Ocean liners -- Fiction', 'Americans -- Travel -- Fiction'}"
8767,PG178,Confidence,"James, Henry",1843.0,1916.0,['en'],264,"{'British -- Europe -- Fiction', 'Male friendship -- Fiction', 'Americans -- Europe -- Fiction', 'Man-woman relationships -- Fiction'}"
59447,PG6354,Italian Hours,"James, Henry",1843.0,1916.0,['en'],721,"{'James, Henry, 1843-1916 -- Travel -- Italy', 'Italy -- Description and travel'}"
15810,PG2425,A Bundle of Letters,"James, Henry",1843.0,1916.0,['en'],227,"{'Epistolary fiction', 'Boardinghouses -- Fiction', 'Imaginary letters', 'Paris (France) -- Fiction'}"
58812,PG62979,The Ivory Tower,"James, Henry",1843.0,1916.0,['en'],138,"{'Psychological fiction', 'Inheritance and succession -- Fiction', 'Capitalists and financiers -- Fiction', 'Young adults -- Fiction', 'Newport (R.I.) -- Fiction', 'Rich people -- Fiction'}"
13265,PG21969,The Outcry,"James, Henry",1843.0,1916.0,['en'],165,"{'Romans à clef', 'Painting -- Expertising -- Fiction', 'Art dealers -- Fiction', 'Art historians -- Fiction', 'Painting -- Collectors and collecting -- Fiction'}"
2172,PG1195,Glasses,"James, Henry",1843.0,1916.0,['en'],141,"{'Eyeglasses -- Fiction', 'Young women -- Fiction', 'Pride and vanity -- Psychological aspects -- Fiction', 'Blindness -- Fiction', 'Man-woman relationships -- Fiction'}"
25443,PG32939,The Sacred Fount,"James, Henry",1843.0,1916.0,['en'],165,"{'Married people -- England -- Fiction', 'Man-woman relationships -- England -- Fiction', 'Psychological fiction'}"
73289,PG8081,Louisa Pallant,"James, Henry",1843.0,1916.0,['en'],140,"{'Americans -- Europe -- Fiction', 'Man-woman relationships -- Fiction'}"
30427,PG37425,"Within the Rim, and Other Essays, 1914-15","James, Henry",1843.0,1916.0,['en'],182,"{'World War, 1914-1918'}"
71342,PG7433,The Awkward Age,"James, Henry",1843.0,1916.0,['en'],406,"{'Bildungsromans', 'Young women -- Fiction', 'Domestic fiction', 'England -- Fiction', 'Mothers and daughters -- Fiction'}"
15821,PG2426,The Diary of a Man of Fifty,"James, Henry",1843.0,1916.0,['en'],203,"{'Aging -- Fiction', 'Diary fiction', 'Italy -- Fiction'}"
17484,PG25767,Picture and Text: 1893,"James, Henry",1843.0,1916.0,['en'],164,{'Art'}
23081,PG30812,With the French in France and Salonika,"Davis, Richard Harding",1864.0,1916.0,['en'],184,"{'World War, 1914-1918 -- Personal narratives'}"
26067,PG334,Episodes in Van Bibber's Life,"Davis, Richard Harding",1864.0,1916.0,['en'],147,"{'Fiction', 'Short stories, American'}"
9100,PG1819,The Messengers,"Davis, Richard Harding",1864.0,1916.0,['en'],114,"{'Fiction', 'Short stories'}"
4769,PG14297,The Congo and Coasts of Africa,"Davis, Richard Harding",1864.0,1916.0,['en'],236,"{'Africa -- Description and travel', 'Congo (Democratic Republic) -- Description and travel'}"
22745,PG3050,Notes of a War Correspondent,"Davis, Richard Harding",1864.0,1916.0,['en'],203,"{'Greco-Turkish War, 1897', 'Davis, Richard Harding, 1864-1916', 'Cuba -- History -- Revolution, 1895-1898', 'Military history, Modern', 'Russo-Japanese War, 1904-1905', 'Spanish-American War, 1898', 'South African War, 1899-1902'}"
73069,PG7884,In the Fog,"Davis, Richard Harding",1864.0,1916.0,['en'],283,{'Mystery fiction'}
10533,PG19501,The Boy Scout,"Davis, Richard Harding",1864.0,1916.0,['en'],151,{'Boy Scouts -- Juvenile fiction'}
8967,PG1807,The Lost House,"Davis, Richard Harding",1864.0,1916.0,['en'],141,{'Ambassadors -- England -- Fiction'}
9145,PG1823,The Make-Believe Man,"Davis, Richard Harding",1864.0,1916.0,['en'],170,"{'Fiction', 'Short stories'}"
1267,PG11144,Somewhere in France,"Davis, Richard Harding",1864.0,1916.0,['en'],182,"{'World War, 1914-1918 -- Fiction'}"
34622,PG411,The King's Jackal,"Davis, Richard Harding",1864.0,1916.0,['en'],149,{'Kings and rulers -- Fiction'}
55683,PG6015,Captain Macklin: His Memoirs,"Davis, Richard Harding",1864.0,1916.0,['en'],148,"{'Central America -- Fiction', 'United States Military Academy -- Fiction', 'Soldiers -- Fiction', 'War stories', 'Adventure stories'}"
7007,PG16310,"Cinderella, and Other Stories","Davis, Richard Harding",1864.0,1916.0,['en'],166,{'United States -- Social life and customs -- 19th century -- Fiction'}
33955,PG405,Adventures and Letters of Richard Harding Davis,"Davis, Richard Harding",1864.0,1916.0,['en'],243,"{'Davis, Richard Harding, 1864-1916 -- Correspondence', 'Davis, Richard Harding, 1864-1916', 'Authors, American -- 19th century -- Biography', 'Authors, American -- 19th century -- Correspondence', 'Foreign correspondents -- United States -- Biography'}"
8978,PG1808,"The Log of the ""Jolly Polly""","Davis, Richard Harding",1864.0,1916.0,['en'],144,{'Man-woman relationships -- Fiction'}
8470,PG1762,The Consul,"Davis, Richard Harding",1864.0,1916.0,['en'],186,"{'Fiction', 'Short stories'}"
9365,PG1843,"Vera, the Medium","Davis, Richard Harding",1864.0,1916.0,['en'],179,"{'Women -- Fiction', 'Mediums -- Fiction'}"
9156,PG1824,Peace Manoeuvres,"Davis, Richard Harding",1864.0,1916.0,['en'],171,"{'Fiction', 'Short stories'}"
19109,PG27232,The White Mice,"Davis, Richard Harding",1864.0,1916.0,['en'],180,{'South America -- Fiction'}
23237,PG30953,The Boy Scout and Other Stories for Boys,"Davis, Richard Harding",1864.0,1916.0,['en'],107,"{'Fiction', 'Short stories', ""Children's stories, American""}"
7669,PG16908,Once Upon A Time,"Davis, Richard Harding",1864.0,1916.0,['en'],169,"{'Fiction', 'Short stories'}"
9134,PG1822,The Amateur,"Davis, Richard Harding",1864.0,1916.0,['en'],147,"{'Fiction', 'Short stories'}"
5649,PG15089,The Deserter,"Davis, Richard Harding",1864.0,1916.0,['en'],102,"{'World War, 1914-1918 -- Fiction', 'Short stories'}"
9089,PG1818,The Spy,"Davis, Richard Harding",1864.0,1916.0,['en'],187,"{'Fiction', 'Short stories'}"
1918,PG11730,With the Allies,"Davis, Richard Harding",1864.0,1916.0,['en'],130,"{'World War, 1914-1918 -- Campaigns -- Belgium'}"
14065,PG2268,Antony and Cleopatra,"Shakespeare, William",1564.0,1616.0,['en'],144,"{'Tragedies', 'Cleopatra, Queen of Egypt, -30 B.C. -- Drama', 'Rome -- History -- Civil War, 43-31 B.C. -- Drama', 'Generals -- Rome -- Drama', 'Romans -- Egypt -- Drama', 'Antonius, Marcus, 83 B.C.?-30 B.C. -- Drama', 'Queens -- Egypt -- Drama', 'Egypt -- History -- 332-30 B.C. -- Drama'}"
